id;time;created_at;from_user_name;tekst;filter_level;possibly_sensitive;truncated;retweet_count;favorite_count;lang;to_user_name;in_reply_to_status_id;quoted_status_id;source;location;lat;lng;from_user_id;from_user_realname;from_user_verified;from_user_description;from_user_url;from_user_profile_image_url;from_user_utcoffset;from_user_timezone;from_user_lang;from_user_tweetcount;from_user_followercount;from_user_friendcount;from_user_favourites_count;from_user_listed;from_user_created_at;hashtags;neg;neu;pos;compound;Label
846.776.719.927.362.000,00;1.490.722.277;28-3-2017, 17:31:17;KahanShloimy;Happy #brexit eve!;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";;;;3.374.679.964,00;Shloime Kahan;0;;;http://pbs.twimg.com/profile_images/833255270893645824/VDDuaoA7_normal.jpg;;;en;8;18;271;128;0;13-7-2015, 20:59:16;brexit;0;0,334;0,666;0,6114;euphoric language
846.792.728.340.038.000,00;1.490.726.093;28-3-2017, 18:34:53;PatMair1;@sheilafla345  Congrats from Germany!!!! 👍🏽    🍾  Cheers! 🥂   Happy #Brexit  🇬🇧🇬🇧🇬🇧;low;;0;0;0;en;sheilafla345;846.767.968.478.474.000,00;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Germany;;;2.715.665.504,00;Pat Mair 🐸;0;Vegetarian, animal lover, fight for the rights of the voiceless #BanHalal   #AdoptDontShop #BlueHand #2A #GabFam #AfD #MEGA #MAGA #EUisTheProblem  #BTW17  🇩🇪;http://gab.ai/PatMair;http://pbs.twimg.com/profile_images/824281708606406657/nKhMwqqS_normal.jpg;-25.200;Pacific Time (US & Canada);en;47.307;3.849;3.783;2.921;178;8-8-2014, 00:11:55;Brexit;0;0,345;0,655;0,9075;euphoric language
846.792.728.340.038.000,00;1.490.726.093;28-3-2017, 18:34:53;PatMair1;@sheilafla345  Congrats from Germany!!!! 👍🏽    🍾  Cheers! 🥂   Happy #Brexit  🇬🇧🇬🇧🇬🇧;low;;0;0;0;en;sheilafla345;846.767.968.478.474.000,00;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Germany;;;2.715.665.504,00;Pat Mair 🐸;0;Vegetarian, animal lover, fight for the rights of the voiceless #BanHalal   #AdoptDontShop #BlueHand #2A #GabFam #AfD #MEGA #MAGA #EUisTheProblem  #BTW17  🇩🇪;http://gab.ai/PatMair;http://pbs.twimg.com/profile_images/824281708606406657/nKhMwqqS_normal.jpg;-25.200;Pacific Time (US & Canada);en;47.307;3.849;3.783;2.921;178;8-8-2014, 00:11:55;Brexit;0;0,345;0,655;0,9075;euphoric language
846.805.144.721.412.000,00;1.490.729.054;28-3-2017, 19:24:14;woodlawn29488;@MayorofLondon @POLITICOEurope  GOD BLESS BREXIT!!!!!!    #IDIOTMAYOR;low;;0;0;0;en;MayorofLondon;846.800.080.761.958.000,00;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";;;;4.077.347.483,00;Lee Dennis;0;;;http://pbs.twimg.com/profile_images/709777534834118656/EyGGpYX3_normal.jpg;;;en;33.559;206;193;36;62;30-10-2015, 19:33:25;IDIOTMAYOR;0;0,347;0,653;0,8193;euphoric language
846.805.144.721.412.000,00;1.490.729.054;28-3-2017, 19:24:14;woodlawn29488;@MayorofLondon @POLITICOEurope  GOD BLESS BREXIT!!!!!!    #IDIOTMAYOR;low;;0;0;0;en;MayorofLondon;846.800.080.761.958.000,00;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";;;;4.077.347.483,00;Lee Dennis;0;;;http://pbs.twimg.com/profile_images/709777534834118656/EyGGpYX3_normal.jpg;;;en;33.559;206;193;36;62;30-10-2015, 19:33:25;IDIOTMAYOR;0;0,347;0,653;0,8193;euphoric language
846.826.637.736.002.000,00;1.490.734.178;28-3-2017, 20:49:38;DesireeAaron;HAPPY #BREXITEVE!!!!!! https://t.co/kJXHLvShLS;low;0;0;0;0;en;;;846.801.203.325.555.000,00;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";United States;;;812.542.670;Desiree;0;Nurse to America's Hero Veterans.  I love dogs more than ppl🐾🐾🐾 #ADOPTDONTSHOP  #BLUELIVESMATTER #VETERANSMATTER  #MILITARYLIVESMATTER #IStandWithIsrael;http://page.is/desiree-aaron;http://pbs.twimg.com/profile_images/839611301634658305/Fiqz1bf5_normal.jpg;-18.000;Central Time (US & Canada);en;261.366;18.973;16.593;58.140;389;9-9-2012, 06:43:34;BREXITEVE;0;0,263;0,737;0,765;euphoric language
846.826.637.736.002.000,00;1.490.734.178;28-3-2017, 20:49:38;DesireeAaron;HAPPY #BREXITEVE!!!!!! https://t.co/kJXHLvShLS;low;0;0;0;0;en;;;846.801.203.325.555.000,00;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";United States;;;812.542.670;Desiree;0;Nurse to America's Hero Veterans.  I love dogs more than ppl🐾🐾🐾 #ADOPTDONTSHOP  #BLUELIVESMATTER #VETERANSMATTER  #MILITARYLIVESMATTER #IStandWithIsrael;http://page.is/desiree-aaron;http://pbs.twimg.com/profile_images/839611301634658305/Fiqz1bf5_normal.jpg;-18.000;Central Time (US & Canada);en;261.366;18.973;16.593;58.140;389;9-9-2012, 06:43:34;BREXITEVE;0;0,263;0,737;0,765;euphoric language
846.836.970.299.036.000,00;1.490.736.641;28-3-2017, 21:30:41;Neon_Knight23;Happy #brexiteve 🍾 https://t.co/mKzT7vVKno;low;0;0;0;0;en;;;846.817.972.710.650.000,00;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";;;;837.244.821.962.166.000,00;Neon_Knight;0;Bit of politics and History with a lot of Coffee, Sarcasm and Rugby thrown in. Love Europe, hate EU.  #brexit;;http://pbs.twimg.com/profile_images/837359565293387776/DkHs4qnX_normal.jpg;;;en;196;17;108;5;0;2-3-2017, 10:14:55;brexiteve;0;0,351;0,649;0,5719;euphoric language
846.836.970.299.036.000,00;1.490.736.641;28-3-2017, 21:30:41;Neon_Knight23;Happy #brexiteve 🍾 https://t.co/mKzT7vVKno;low;0;0;0;0;en;;;846.817.972.710.650.000,00;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";;;;837.244.821.962.166.000,00;Neon_Knight;0;Bit of politics and History with a lot of Coffee, Sarcasm and Rugby thrown in. Love Europe, hate EU.  #brexit;;http://pbs.twimg.com/profile_images/837359565293387776/DkHs4qnX_normal.jpg;;;en;196;17;108;5;0;2-3-2017, 10:14:55;brexiteve;0;0,351;0,649;0,5719;euphoric language
846.837.386.273.280.000,00;1.490.736.741;28-3-2017, 21:32:21;HeatherBellaF;A great moment. So pleased. #Brexit https://t.co/Oo6RoFQq1C;low;0;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Esse Quam Videri;;;894.012.876;Heather Fearn;0;Curriculum Director at Thetford Academy. History and Politics Teacher. Phonics Fan. Mother of 3. Views obviously my own.;http://heatherfblog.wordpress.com;http://pbs.twimg.com/profile_images/768042841998233600/OUgEEJGA_normal.jpg;3.600;Casablanca;en;19.384;1.895;1.163;5.626;56;20-10-2012, 20:54:15;Brexit;0;0,354;0,646;0,807;euphoric language
846.837.386.273.280.000,00;1.490.736.741;28-3-2017, 21:32:21;HeatherBellaF;A great moment. So pleased. #Brexit https://t.co/Oo6RoFQq1C;low;0;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Esse Quam Videri;;;894.012.876;Heather Fearn;0;Curriculum Director at Thetford Academy. History and Politics Teacher. Phonics Fan. Mother of 3. Views obviously my own.;http://heatherfblog.wordpress.com;http://pbs.twimg.com/profile_images/768042841998233600/OUgEEJGA_normal.jpg;3.600;Casablanca;en;19.384;1.895;1.163;5.626;56;20-10-2012, 20:54:15;Brexit;0;0,354;0,646;0,807;euphoric language
846.847.481.342.280.000,00;1.490.739.147;28-3-2017, 22:12:27;RiseOfTheProles;@abermans Happy #Brexit!;low;;0;0;0;en;abermans;846.847.000.603.693.000,00;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";;;;809.764.232.111.784.000,00;Rise of the Proles;0;#Brexit #Trump & more nations following. Beware of biased liberal MSM. The working class proles are rising. We aren't falling for your lies anymore!;;http://pbs.twimg.com/profile_images/809765769508700160/A7jzzjB9_normal.jpg;;;en;766;716;823;19.454;0;16-12-2016, 14:16:52;Brexit;0;0,334;0,666;0,6114;euphoric language
846.847.481.342.280.000,00;1.490.739.147;28-3-2017, 22:12:27;RiseOfTheProles;@abermans Happy #Brexit!;low;;0;0;0;en;abermans;846.847.000.603.693.000,00;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";;;;809.764.232.111.784.000,00;Rise of the Proles;0;#Brexit #Trump & more nations following. Beware of biased liberal MSM. The working class proles are rising. We aren't falling for your lies anymore!;;http://pbs.twimg.com/profile_images/809765769508700160/A7jzzjB9_normal.jpg;;;en;766;716;823;19.454;0;16-12-2016, 14:16:52;Brexit;0;0,334;0,666;0,6114;euphoric language
846.847.836.134.261.000,00;1.490.739.232;28-3-2017, 22:13:52;PaulSmith5783;Cool. #Brexit;low;;0;0;0;en;PaulSmith5783;846.847.442.050.056.000,00;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Sheffield;;;328.165.914;Paul Smith;0;LDR fiance, Essex boy, Ravenclaw, currently residing in Sheffield. I must've fallen asleep on the Tube.;;http://pbs.twimg.com/profile_images/839135485607952384/zXlieoIf_normal.jpg;3.600;London;en;10.866;136;1.203;4.338;12;2-7-2011, 21:23:26;Brexit;0;0,303;0,697;0,3182;euphoric language
846.847.836.134.261.000,00;1.490.739.232;28-3-2017, 22:13:52;PaulSmith5783;Cool. #Brexit;low;;0;0;0;en;PaulSmith5783;846.847.442.050.056.000,00;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Sheffield;;;328.165.914;Paul Smith;0;LDR fiance, Essex boy, Ravenclaw, currently residing in Sheffield. I must've fallen asleep on the Tube.;;http://pbs.twimg.com/profile_images/839135485607952384/zXlieoIf_normal.jpg;3.600;London;en;10.866;136;1.203;4.338;12;2-7-2011, 21:23:26;Brexit;0;0,303;0,697;0,3182;euphoric language
846.857.606.211.817.000,00;1.490.741.561;28-3-2017, 22:52:41;TommyBarrs;Brilliant! #Brexit https://t.co/jDrVDroYtL;low;0;0;0;0;en;;;846.837.699.218.694.000,00;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";;;;3.951.749.295,00;Tommy Barrs;0;;;http://pbs.twimg.com/profile_images/844080510313861120/FXkBUVMK_normal.jpg;;;en;4.098;162;152;1.098;3;14-10-2015, 02:14:04;Brexit;0;0,328;0,672;0,6239;euphoric language
846.857.606.211.817.000,00;1.490.741.561;28-3-2017, 22:52:41;TommyBarrs;Brilliant! #Brexit https://t.co/jDrVDroYtL;low;0;0;0;0;en;;;846.837.699.218.694.000,00;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";;;;3.951.749.295,00;Tommy Barrs;0;;;http://pbs.twimg.com/profile_images/844080510313861120/FXkBUVMK_normal.jpg;;;en;4.098;162;152;1.098;3;14-10-2015, 02:14:04;Brexit;0;0,328;0,672;0,6239;euphoric language
846.859.512.522.912.000,00;1.490.742.016;28-3-2017, 23:00:16;Cale_Baird;MERRY #BREXIT EVERYONE!!! :D;low;;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Perth, Scotland;;;366.260.513;Cale Baird;0;Happy-go-lucky man-child who dreams of taking over the Disney Studios one day...;;http://pbs.twimg.com/profile_images/497356620293107713/j-_pbyMW_normal.jpeg;3.600;London;en;2.642;82;471;736;2;1-9-2011, 21:25:09;BREXIT;0;0,207;0,793;0,826;euphoric language
846.859.512.522.912.000,00;1.490.742.016;28-3-2017, 23:00:16;Cale_Baird;MERRY #BREXIT EVERYONE!!! :D;low;;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Perth, Scotland;;;366.260.513;Cale Baird;0;Happy-go-lucky man-child who dreams of taking over the Disney Studios one day...;;http://pbs.twimg.com/profile_images/497356620293107713/j-_pbyMW_normal.jpeg;3.600;London;en;2.642;82;471;736;2;1-9-2011, 21:25:09;BREXIT;0;0,207;0,793;0,826;euphoric language
846.860.418.425.541.000,00;1.490.742.232;28-3-2017, 23:03:52;Charlogang;Happy #brexit day.;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Los Angeles, CA;;;3.376.735.152,00;Charlie;0;Once known as Charlie now known as Charlo, some real gang gang shit. it's some real happy react hours;;http://pbs.twimg.com/profile_images/846676955332296704/Fzf5oXqt_normal.jpg;;;en;947;162;71;1.366;1;29-8-2015, 02:14:01;brexit;0;0,351;0,649;0,5719;euphoric language
846.860.418.425.541.000,00;1.490.742.232;28-3-2017, 23:03:52;Charlogang;Happy #brexit day.;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Los Angeles, CA;;;3.376.735.152,00;Charlie;0;Once known as Charlie now known as Charlo, some real gang gang shit. it's some real happy react hours;;http://pbs.twimg.com/profile_images/846676955332296704/Fzf5oXqt_normal.jpg;;;en;947;162;71;1.366;1;29-8-2015, 02:14:01;brexit;0;0,351;0,649;0,5719;euphoric language
846.864.538.402.214.000,00;1.490.743.214;28-3-2017, 23:20:14;richie_1994wale;Happy Brexit Day United Kingdom!!! 🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧;low;0;1;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Wales, United Kingdom;;;286.888.215;Richard;0;Welsh, British, One Nation @Conservatives member #Voted4Brexit #AntiEU;;http://pbs.twimg.com/profile_images/768532086621925380/Rp2AAuI6_normal.jpg;3.600;London;en;57.623;3.324;3.042;7.885;52;23-4-2011, 22:22:12;ByeByeEU;0;0,352;0,648;0,8114;euphoric language
846.864.538.402.214.000,00;1.490.743.214;28-3-2017, 23:20:14;richie_1994wale;Happy Brexit Day United Kingdom!!! 🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧;low;0;1;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Wales, United Kingdom;;;286.888.215;Richard;0;Welsh, British, One Nation @Conservatives member #Voted4Brexit #AntiEU;;http://pbs.twimg.com/profile_images/768532086621925380/Rp2AAuI6_normal.jpg;3.600;London;en;57.623;3.324;3.042;7.885;52;23-4-2011, 22:22:12;ByeByeEU;0;0,352;0,648;0,8114;euphoric language
846.865.285.219.041.000,00;1.490.743.392;28-3-2017, 23:23:12;b0wtruckIes;Happy #Brexit Day xoxo;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";tv shows and films;;;4.294.825.335,00;sean;0;The Myth. The Legend. The Baddest Bitch of All. / Scotland.;http://Instagram.com/seanjamesmillar;http://pbs.twimg.com/profile_images/845810455260090368/ZuM0qnFi_normal.jpg;;;en;8.359;285;397;5.891;8;27-11-2015, 09:40:38;Brexit;0;0,206;0,794;0,8271;euphoric language
846.865.285.219.041.000,00;1.490.743.392;28-3-2017, 23:23:12;b0wtruckIes;Happy #Brexit Day xoxo;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";tv shows and films;;;4.294.825.335,00;sean;0;The Myth. The Legend. The Baddest Bitch of All. / Scotland.;http://Instagram.com/seanjamesmillar;http://pbs.twimg.com/profile_images/845810455260090368/ZuM0qnFi_normal.jpg;;;en;8.359;285;397;5.891;8;27-11-2015, 09:40:38;Brexit;0;0,206;0,794;0,8271;euphoric language
846.871.825.846.022.000,00;1.490.744.952;28-3-2017, 23:49:12;TxCzechGirl;YAY! #Brexit https://t.co/biNEvfWhVk;low;0;0;0;0;und;;;846.821.699.299.426.000,00;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Kekistan,Texas;;;1.390.391.160;TxCzechGirl;0;@TICK_TACP has full dibs no backsies  My Gab acct.https://gab.ai/TxCzechGirl On Facebook too!!https://www.facebook.com/profile.php?id=100015796204842;http://page.is/mich3llegarcia;http://pbs.twimg.com/profile_images/846478441780166656/fg50yYv__normal.jpg;-25.200;Pacific Time (US & Canada);en;26.548;1.495;1.360;37.323;25;29-4-2013, 20:32:55;Brexit;0;0,311;0,689;0,6625;euphoric language
846.871.825.846.022.000,00;1.490.744.952;28-3-2017, 23:49:12;TxCzechGirl;YAY! #Brexit https://t.co/biNEvfWhVk;low;0;0;0;0;und;;;846.821.699.299.426.000,00;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Kekistan,Texas;;;1.390.391.160;TxCzechGirl;0;@TICK_TACP has full dibs no backsies  My Gab acct.https://gab.ai/TxCzechGirl On Facebook too!!https://www.facebook.com/profile.php?id=100015796204842;http://page.is/mich3llegarcia;http://pbs.twimg.com/profile_images/846478441780166656/fg50yYv__normal.jpg;-25.200;Pacific Time (US & Canada);en;26.548;1.495;1.360;37.323;25;29-4-2013, 20:32:55;Brexit;0;0,311;0,689;0,6625;euphoric language
846.877.221.117.678.000,00;1.490.746.238;29-3-2017, 00:10:38;NotYngwie;Freedom.  It's called freedom. #brexit https://t.co/DjQppmxtUV;low;0;0;0;0;en;;;846.876.348.169.818.000,00;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";;;;491.122.878;NotYngwie;0;Contrarian, shit-posting Libertarian.;;http://pbs.twimg.com/profile_images/836038856122195968/DGSS70f5_normal.jpg;-14.400;Eastern Time (US & Canada);en;4.506;111;430;2.977;7;13-2-2012, 08:39:23;brexit;0;0,323;0,677;0,8555;euphoric language
846.877.221.117.678.000,00;1.490.746.238;29-3-2017, 00:10:38;NotYngwie;Freedom.  It's called freedom. #brexit https://t.co/DjQppmxtUV;low;0;0;0;0;en;;;846.876.348.169.818.000,00;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";;;;491.122.878;NotYngwie;0;Contrarian, shit-posting Libertarian.;;http://pbs.twimg.com/profile_images/836038856122195968/DGSS70f5_normal.jpg;-14.400;Eastern Time (US & Canada);en;4.506;111;430;2.977;7;13-2-2012, 08:39:23;brexit;0;0,323;0,677;0,8555;euphoric language
846.878.852.324.446.000,00;1.490.746.627;29-3-2017, 00:17:07;oafc_paul;Happy #brexit day;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Lytham St Annes;;;21.693.531;Paul Clancy;0;;;http://pbs.twimg.com/profile_images/2350670858/moyb31d3fc4gpg3zdbje_normal.jpeg;7.200;Amsterdam;en;241;145;480;408;1;23-2-2009, 21:03:47;brexit;0;0,351;0,649;0,5719;euphoric language
846.878.852.324.446.000,00;1.490.746.627;29-3-2017, 00:17:07;oafc_paul;Happy #brexit day;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Lytham St Annes;;;21.693.531;Paul Clancy;0;;;http://pbs.twimg.com/profile_images/2350670858/moyb31d3fc4gpg3zdbje_normal.jpeg;7.200;Amsterdam;en;241;145;480;408;1;23-2-2009, 21:03:47;brexit;0;0,351;0,649;0,5719;euphoric language
846.881.820.046.217.000,00;1.490.747.334;29-3-2017, 00:28:54;David58068734;RT @Zompire_Con: #PrayForLondon and support Brexit! No more terrorist attacks!;low;;0;0;0;en;;;;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";Bay Area, CA. United States;;;846.514.317.176.586.000,00;David Thompson;0;I'm Donald Trump & Steph Curry's Biggest Fan. #DubNation #GoWarriors #Warriors2017NBAChamps #TrumpPence #SplashBros #KeepAmericaGreat #StephGonnaSteph 🇺🇸🇮🇱;;http://pbs.twimg.com/profile_images/846516140297928706/jk6Ju4Lb_normal.jpg;;;en;106;139;403;29;0;28-3-2017, 00:08:35;PrayForLondon;0,557;0,305;0,137;-0,8502;euphoric language
846.899.438.098.366.000,00;1.490.751.535;29-3-2017, 01:38:55;new_debis;# Freedom #Brexit https://t.co/UqcgLJFCjV;low;0;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";;;;2.459.121.330,00;Debi #AlwaysTrump;0;#ProudAmerican #ProIsrael  #ProGunRights  #ProEquality #ProLife #ProtectOurBorders #Constitution #ThankAVet #PoliceLivesMatter  #Trump2016!;http://www.donaldjtrump.com;http://pbs.twimg.com/profile_images/720662189141401600/6N9zPy19_normal.jpg;-25.200;Pacific Time (US & Canada);en;51.463;6.714;7.320;76.497;98;23-4-2014, 03:37:46;Brexit;0;0,323;0,677;0,6369;euphoric language
846.899.438.098.366.000,00;1.490.751.535;29-3-2017, 01:38:55;new_debis;# Freedom #Brexit https://t.co/UqcgLJFCjV;low;0;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";;;;2.459.121.330,00;Debi #AlwaysTrump;0;#ProudAmerican #ProIsrael  #ProGunRights  #ProEquality #ProLife #ProtectOurBorders #Constitution #ThankAVet #PoliceLivesMatter  #Trump2016!;http://www.donaldjtrump.com;http://pbs.twimg.com/profile_images/720662189141401600/6N9zPy19_normal.jpg;-25.200;Pacific Time (US & Canada);en;51.463;6.714;7.320;76.497;98;23-4-2014, 03:37:46;Brexit;0;0,323;0,677;0,6369;euphoric language
846.911.983.098.171.000,00;1.490.754.526;29-3-2017, 02:28:46;Neon_Revolt;Cheers, Great Britain. Cheers, Nigel.  #Brexit #Article50 https://t.co/2SvZX4EtM4;low;0;0;0;0;en;;;;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";Kekistan;;;844.733.739.267.756.000,00;Neon Revolt;0;Offical Twitter Account of Neon Revolt;https://www.facebook.com/Neon-Revolt-1790307711289365/;http://pbs.twimg.com/profile_images/844735234474098689/2GSYLEE3_normal.jpg;;;en;67;3;13;0;0;23-3-2017, 02:13:12;"Brexit; Article50";0;0,327;0,673;0,8834;euphoric language
846.911.983.098.171.000,00;1.490.754.526;29-3-2017, 02:28:46;Neon_Revolt;Cheers, Great Britain. Cheers, Nigel.  #Brexit #Article50 https://t.co/2SvZX4EtM4;low;0;0;0;0;en;;;;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";Kekistan;;;844.733.739.267.756.000,00;Neon Revolt;0;Offical Twitter Account of Neon Revolt;https://www.facebook.com/Neon-Revolt-1790307711289365/;http://pbs.twimg.com/profile_images/844735234474098689/2GSYLEE3_normal.jpg;;;en;67;3;13;0;0;23-3-2017, 02:13:12;"Brexit; Article50";0;0,327;0,673;0,8834;euphoric language
846.939.314.076.422.000,00;1.490.761.042;29-3-2017, 04:17:22;MemberBerries85;Happy Brexit #brexitday;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";On Twitter;;;2.474.592.336,00;Yanndy;0;Twits Tweet;;http://pbs.twimg.com/profile_images/833323662124146688/kiB-339T_normal.jpg;3.600;London;en;1.040;49;461;71;2;2-5-2014, 22:11:37;brexitday;0;0,351;0,649;0,5719;euphoric language
846.939.314.076.422.000,00;1.490.761.042;29-3-2017, 04:17:22;MemberBerries85;Happy Brexit #brexitday;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";On Twitter;;;2.474.592.336,00;Yanndy;0;Twits Tweet;;http://pbs.twimg.com/profile_images/833323662124146688/kiB-339T_normal.jpg;3.600;London;en;1.040;49;461;71;2;2-5-2014, 22:11:37;brexitday;0;0,351;0,649;0,5719;euphoric language
846.944.142.609.539.000,00;1.490.762.193;29-3-2017, 04:36:33;Rouge_Etoile;Happy #brexit 😂😂;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Internet;;;166.309.745;Irish Patriot;0;Knowledge is Power End Corruption.! One person with many voices can change the system.  Subjects: Geo-Politics, Macroeconomics, Sociology & WW1&2;;http://pbs.twimg.com/profile_images/825285933125738496/6q6SHfoy_normal.jpg;-36.000;Hawaii;en;3.344;135;130;1.773;11;13-7-2010, 21:03:14;brexit;0;0,351;0,649;0,5719;euphoric language
846.944.142.609.539.000,00;1.490.762.193;29-3-2017, 04:36:33;Rouge_Etoile;Happy #brexit 😂😂;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Internet;;;166.309.745;Irish Patriot;0;Knowledge is Power End Corruption.! One person with many voices can change the system.  Subjects: Geo-Politics, Macroeconomics, Sociology & WW1&2;;http://pbs.twimg.com/profile_images/825285933125738496/6q6SHfoy_normal.jpg;-36.000;Hawaii;en;3.344;135;130;1.773;11;13-7-2010, 21:03:14;brexit;0;0,351;0,649;0,5719;euphoric language
846.947.034.682.851.000,00;1.490.762.883;29-3-2017, 04:48:03;DaveTwitches;Happy #Brexit Day, everyone.<3 <3 <3;low;;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";;;;4.356.712.995,00;DaveTwitches;0;A deplorable that takes pictures of your Mum.;http://www.twitch.tv/davetwitches;http://pbs.twimg.com/profile_images/672241964398583809/6aUP_Xym_normal.png;3.600;London;en;627;61;297;387;1;3-12-2015, 02:30:22;Brexit;0;0,24;0,76;0,8591;euphoric language
846.947.034.682.851.000,00;1.490.762.883;29-3-2017, 04:48:03;DaveTwitches;Happy #Brexit Day, everyone.<3 <3 <3;low;;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";;;;4.356.712.995,00;DaveTwitches;0;A deplorable that takes pictures of your Mum.;http://www.twitch.tv/davetwitches;http://pbs.twimg.com/profile_images/672241964398583809/6aUP_Xym_normal.png;3.600;London;en;627;61;297;387;1;3-12-2015, 02:30:22;Brexit;0;0,24;0,76;0,8591;euphoric language
846.948.223.021.449.000,00;1.490.763.166;29-3-2017, 04:52:46;addickandy;Happy #brexit everyone!!;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";;;;65.967.732;Andy Ilsley;0;Proud dad and lover of sports, trivia, statistics and in particular all things Charlton Athletic. Goalkeeping coach to Kenilworth Town under 15's.;;http://pbs.twimg.com/profile_images/817239352514318336/KJuM2DC-_normal.jpg;;;en;545;198;726;21;2;15-8-2009, 20:09:24;brexit;0;0,318;0,682;0,6467;euphoric language
846.948.223.021.449.000,00;1.490.763.166;29-3-2017, 04:52:46;addickandy;Happy #brexit everyone!!;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";;;;65.967.732;Andy Ilsley;0;Proud dad and lover of sports, trivia, statistics and in particular all things Charlton Athletic. Goalkeeping coach to Kenilworth Town under 15's.;;http://pbs.twimg.com/profile_images/817239352514318336/KJuM2DC-_normal.jpg;;;en;545;198;726;21;2;15-8-2009, 20:09:24;brexit;0;0,318;0,682;0,6467;euphoric language
